"","본인","배우자","모","부","시모","시부","조모","조부","장남","장녀","차남","차녀","삼남","삼녀","사남","사녀","오녀","손자1","손자2","손자3","손자4","손녀1","손녀2","손녀3","손녀4","손녀5",""
"충청북도의회|의원|박우양","-18960","91051","-15201","0","0","0","0","0","-11766","0","23201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도의회|의원|박종규","383130","59691","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도의회|의원|박한범","68666","265963","14089","0","0","0","0","0","3896","7543","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도의회|의원|엄재창","65336","30149","0","0","0","0","0","0","101490","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도의회|의원|연철흠","271841","185063","0","0","0","0","0","0","3374","98","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도의회|의원|윤은희","240893","128857","93104","0","0","0","0","0","57","53407","0","3001","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도의회|의원|윤홍창","311125","166920","58519","108287","0","0","0","0","0","0","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도의회|의원|이광진","71927","20638","202650","1084056","0","0","0","0","37","13096","0","179","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도의회|의원|이광희","8019","154964","67312","0","0","0","0","0","5060","1869","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도의회|의원|이숙애","393199","282127","0","0","0","0","0","0","-38402","41071","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도의회|의원|이양섭","644631","346354","0","0","0","0","0","0","9343","984","6964","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도의회|의원|이언구","80706","996855","0","18396","0","0","0","0","309711","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도의회|의원|이의영","739804","125022","0","0","0","0","0","0","34984","0","14578","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도의회|의원|이종욱","-293674","1202828","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도의회|의원|임병운","640173","33009","2225","0","0","0","0","0","119","221","0","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도의회|의원|임순묵","427897","76763","4621","0","0","0","0","0","4091","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도의회|의원|임헌경","1280983","1582557","246","0","0","0","0","0","857","734","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도의회|의원|임회무","103051","-23607","0","174643","0","0","0","0","-9406","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도의회|의원|장선배","74234","399847","52132","0","0","0","0","0","2608","0","2606","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도의회|의원|정영수","147291","416955","0","1729","0","0","0","0","16481","0","1406","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도의회|의원|최광옥","20961","571730","0","0","152923","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도의회|의원|최병윤","4966923","1464132","3243","0","0","0","0","0","147195","34286","604","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도의회|의원|황규철","157231","238528","147229","0","0","0","0","0","7377","0","3880","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도청주시|시장|이승훈","110362","2470744","0","0","0","0","0","0","2304","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도충주시|시장|조길형","655522","82754","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도제천시|시장|이근규","220387","4409","12912","0","0","0","0","0","62305","0","-14488","0","754","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도보은군|군수|정상혁","170931","20442","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도옥천군|군수|김영만","170792","85214","0","0","0","0","0","0","39705","0","64651","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도영동군|군수|박세복","1177238","243086","0","0","0","0","0","0","34489","43892","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도증평군|군수|홍성열","231246","448367","0","0","0","0","0","0","187094","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도진천군|군수|송기섭","730274","428345","0","0","0","0","0","0","4113","0","0","33880","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도음성군|군수|이필용","81975","286626","0","0","0","0","0","0","0","152","0","63","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도단양군|군수|류한우","260310","286307","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도|도지사|안희정","71259","615055","34269","245882","0","0","0","0","11300","0","3242","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도|정무부지사|허승욱","805091","-16697","0","0","0","0","0","0","867","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도충남도립대학교|총장|구본충","500179","161990","20945","335679","0","0","0","0","84011","0","17887","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의장|윤석우","27147","6249","0","0","0","0","0","0","194801","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|강용일","1799524","845357","0","0","0","0","0","0","0","0","249592","0","0","0","0","0","0","5793","1331","0","0","0","38","0","0","0",""
"충청남도의회|의원|김기영","57771","42176","0","0","0","0","0","0","30744","0","0","2692","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|김동욱","6069814","399818","30724","0","0","0","0","0","48140","46249","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|김명선","171513","-28066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|김문규","968407","51393","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|김복만","647388","21509","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|김석곤","2669052","79085","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|김연","89374","0","0","529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|김용필","-38262","127","21087","13503","0","0","0","0","9244","0","0","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|김원태","4322424","666793","0","0","0","0","0","0","184718","0","157028","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|김응규","-652685","1945168","0","0","0","0","0","0","425465","0","4730","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|김종문","900042","322731","0","0","0","0","0","0","2673","3006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|김종필","1647738","1906233","0","0","0","0","0","0","1275","94962","7761","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|김홍열","281881","31384","132130","13967","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|류병국","51333","34552","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|맹정호","462434","158629","74930","0","0","0","0","0","6390","6002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|백낙구","475959","432556","0","0","0","0","0","0","455614","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|서형달","77536","91182","0","0","0","0","0","0","5972","-23013","0","2238","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|송덕빈","644326","80069","0","0","0","0","0","0","0","0","34890","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|신재원","4514858","2200162","0","0","0","0","0","0","4614","0","0","0","0","172951","0","0","0","11996","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|오배근","133212","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|오인철","-30504","344866","0","0","0","0","0","0","5475","1672","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|유익환","1010709","14119","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|유찬종","893126","59231","0","0","0","0","0","0","14759","27792","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|윤지상","158798","130805","155624","0","0","0","0","0","1640","0","877","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|이공휘","-88057","193408","5036","0","0","0","0","0","5950","11156","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|이기철","1159397","94148","0","0","0","0","0","0","32006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|이용호","490084","104742","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|이종화","1077180","66494","53920","0","0","0","0","0","4193","0","323","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|이진환","106297","-23212","0","0","0","0","0","0","5539","39222","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|장기승","171581","388826","816","57931","0","0","0","0","-18709","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|전낙운","23852","101956","19771","209372","0","0","0","0","-22260","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|정광섭","30030","479004","0","0","0","0","0","0","56556","0","4245","0","-53391","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|정정희","2366514","3576607","0","0","0","0","0","0","0","0","0","0","0","4605","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|조길행","417742","-215629","0","0","0","0","0","0","0","0","160670","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|조이환","-55088","11129","493","0","0","0","0","0","580","0","75","0","45","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|조치연","3722","-9713","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|홍성현","623462","43274","0","0","0","0","0","0","0","10307","0","843","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도의회|의원|홍재표","201942","117299","0","0","0","0","0","0","272","21798","0","1123","0","578","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도천안시|시장|구본영","529901","1317329","0","0","0","0","0","0","59331","36038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도공주시|시장|오시덕","1489976","1698176","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도보령시|시장|김동일","796926","314541","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도아산시|시장|복기왕","312690","290549","229902","151130","0","0","0","0","31823","0","4375","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도서산시|시장|이완섭","-48969","689690","262573","0","0","0","0","0","2616","7136","0","26001","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도논산시|시장|황명선","180127","120067","93162","0","0","0","0","0","0","659","0","4502","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도계룡시|시장|최홍묵","123533","15012","606","0","0","0","0","0","5833","6932","0","0","0","0","0","0","0","385","365","0","0","0","0","0","0","0",""
"충청남도당진시|시장|김홍장","-11831","150704","0","0","0","0","0","0","5442","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도금산군|군수|박동철","265071","377588","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도부여군|군수|이용우","915267","249087","3584","39719","0","0","0","0","21865","0","3606","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도서천군|군수|노박래","54297","6011","17630","0","0","0","0","0","-18331","0","0","0","0","0","0","0","0","1259","1275","0","0","0","0","0","0","0",""
"충청남도청양군|군수|이석화","736176","275761","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도홍성군|군수|김석환","293090","238875","0","0","0","0","0","0","0","178775","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청남도예산군|군수|황선봉","284035","190277","0","0","0","0","0","0","197161","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
