"","본인","배우자","모","부","시모","시부","조모","조부","장남","장녀","차남","차녀","삼남","삼녀","사남","사녀","오녀","손자1","손자2","손자3","손자4","손녀1","손녀2","손녀3","손녀4","손녀5",""
"경기도의회|의원|명상욱","2672262","890579","0","0","0","0","0","0","2145","2537","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|문경희","274379","123071","0","0","0","0","0","0","286","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|민경선","144298","304480","0","0","0","0","0","0","11818","25172","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|민병숙","583659","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|박광서","4089297","14444","12276","0","0","0","0","0","0","76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|박근철","213554","463083","53094","0","0","0","0","0","4670","0","2555","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|박동현","194734","299355","0","0","0","0","0","0","0","42903","0","125","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|박순자","320170","3079","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|박승원","-16608","35218","0","0","0","0","0","0","1078","400","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|박옥분","502068","144038","0","0","0","0","0","0","0","13584","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|박용수","158534","111150","0","0","0","0","0","0","-2223","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|박윤영","904333","269004","4503","0","0","0","0","0","5639","4909","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|박재만","603073","238390","250","0","0","0","0","0","13194","4997","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|박재순","3415550","704514","91513","57968","0","0","0","0","90755","94613","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|박창순","-13189","182609","13427","0","0","0","0","0","0","13769","0","2275","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|박형덕","86508","71461","0","0","0","0","0","0","8102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|방성환","1551552","569607","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|배수문","113840","14307","407","192129","0","0","0","0","448","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|서영석","84857","206236","0","0","0","0","0","0","0","35000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|서진웅","332811","-6125","45879","89031","0","0","0","0","0","2203","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|서형열","104521","23517","58138","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|송낙영","-104727","24650","1398","1228181","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|송순택","136011","231846","189566","0","0","0","0","0","1028","1847","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|송영만","924084","-359869","0","0","0","0","0","0","0","0","535","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|송한준","263157","169825","29066","0","0","0","0","0","1468","326","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|안승남","152372","6380","0","0","0","0","0","0","988","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|안혜영","887136","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|양근서","409482","-28059","0","0","0","0","0","0","0","430","0","1252","0","66","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|염동식","380317","175054","0","0","0","0","0","0","0","0","1213","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|염종현","-23154","339871","20174","0","0","0","0","0","13439","0","11016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|오구환","207291","195862","16092","0","0","0","0","0","0","0","0","341051","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|오세영","475243","467593","64690","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|오완석","13541","-1949","0","74462","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|원대식","625357","174720","0","567550","0","0","0","0","77","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|원미정","333537","0","0","0","0","0","0","0","196","13080","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|원욱희","1207725","821529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|윤광신","1355622","548866","0","0","0","0","0","0","330590","0","158438","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|윤영창","1224955","154488","0","0","0","0","0","0","61216","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|윤재우","-23212","169183","0","0","0","0","0","0","20","1961","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|윤태길","954772","177988","72382","0","0","0","0","0","0","4224","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|윤화섭","-6262","364624","0","0","0","0","0","0","12913","0","0","40964","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|이나영","-16413","0","65236","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|이동화","279220","469317","42286","0","0","0","0","0","2830","35482","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|이상희","69452","185122","0","32785","0","0","0","0","-7184","3265","3708","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|이순희","721080","1088230","0","0","0","0","0","0","-81172","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|이영희","158882","394642","0","0","0","0","0","0","90071","0","41437","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|이은주","1776197","115711","9167","2873999","0","0","0","0","0","862","0","867","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|이재석","2817169","215919","0","0","0","0","0","0","321375","0","65824","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|이재준","84827","79642","1700598","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|이정애","70819","-6924","110574","0","0","0","0","0","1560","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|이정훈","330955","19998","-1276","0","0","0","0","0","1132","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|이필구","611503","94502","3293","0","0","0","0","0","34747","0","12703","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|이현호","11670467","1266951","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|이효경","79772","81194","14","0","0","0","0","0","23089","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|임동본","34459","-434685","0","0","0","0","0","0","339449","0","222866","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|임두순","495003","26503","0","0","0","0","0","0","700","12","0","289","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|임병택","135999","77403","364010","0","0","0","0","0","0","1020","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|임채호","-10316","93116","1707","0","0","0","0","0","-54","40","3170","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|장동길","790355","98125","0","0","0","0","0","0","21675","88569","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|장동일","1090694","715354","23204","1546","0","0","0","0","854","0","-11790","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|장현국","13232","99521","3328","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|정대운","179956","18694","0","0","0","0","0","0","0","8638","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|정윤경","134341","26403","0","0","0","0","0","0","4600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|정진선","-20082","359","0","0","0","0","0","0","0","0","0","0","0","117323","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|정희시","917350","572967","0","0","0","0","0","0","5128","12654","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|조광명","472692","0","0","0","0","0","0","0","10290","0","552","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|조광주","105463","37626","0","0","0","0","0","0","3764","2137","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|조광희","1222786","294823","300000","0","0","0","0","0","607","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|조승현","723460","1088963","108243","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|조재욱","1595986","1291538","294813","1107837","0","0","0","0","1","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|조재훈","18506","-1368","258401","0","0","0","0","0","11","644","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|조창희","2381991","0","6073","0","0","0","0","0","203131","0","124432","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|지미연","-14745","16810","0","0","0","0","0","0","309","0","3806","0","808","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|진용복","149937","2369643","0","0","0","0","0","0","277169","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|천동현","670920","136554","1597","0","0","0","0","0","162","1328","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|천영미","253653","0","0","0","0","0","0","0","503","0","453","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|최재백","8130","733261","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|최종환","38595","-22671","0","172858","0","0","0","0","0","461","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|최중성","341786","692653","0","0","0","0","0","0","4183","2422","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|최지용","1088024","47943","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|최춘식","162123","223312","0","0","0","0","0","0","14542","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|최호","23874","441440","0","0","0","0","0","0","-21248","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|한길룡","1556766","192923","482","0","0","0","0","0","10056","40266","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|한이석","363021","73433","142405","0","0","0","0","0","400","490","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의회|의원|홍석우","1003950","241996","125771","0","0","0","0","0","7982","0","11526","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도수원시|시장|염태영","571626","494937","0","0","0","0","0","0","1071","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도고양시|시장|최성","278113","544554","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도성남시|시장|이재명","2110468","356484","207979","0","0","0","0","0","301","0","10495","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도용인시|시장|정찬민","1127330","317928","0","0","0","0","0","0","4003","18885","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도부천시|시장|김만수","238951","685718","0","0","0","0","0","0","36","0","71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도안산시|시장|제종길","-94203","314296","40240","0","0","0","0","0","1612","36171","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도남양주시|시장|이석우","1833375","148853","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도안양시|시장|이필운","779218","340218","103302","0","0","0","0","0","0","60485","0","49801","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도화성시|시장|채인석","331450","370656","54907","0","0","0","0","0","0","9197","0","8002","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도평택시|시장|공재광","427193","377326","15283","0","0","0","0","0","2105","0","2501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의정부시|시장|안병용","218954","300697","0","0","0","0","0","0","22859","21714","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도시흥시|시장|김윤식","-125170","103534","14363","61650","0","0","0","0","0","5337","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도김포시|시장|유영록","600422","746861","0","0","0","0","0","0","160736","179936","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도광명시|시장|양기대","124234","809078","0","0","0","0","0","0","4973","4105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도광주시|시장|조억동","235339","396622","0","0","0","0","0","0","237214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도군포시|시장|김윤주","569197","156416","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도오산시|시장|곽상욱","430372","123166","0","0","0","0","0","0","1269","7596","0","1185","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도이천시|시장|조병돈","316615","761485","0","0","0","0","0","0","23914","0","117305","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도양주시|시장|이성호","416726","46597","0","0","0","0","0","0","6511","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도안성시|시장|황은성","3050490","411020","0","0","0","0","0","0","100","5323","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도구리시|시장|백경현","1406663","131829","166855","0","0","0","0","0","0","0","0","-17926","0","16394","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도의왕시|시장|김성제","139457","665248","0","0","0","0","0","0","0","14950","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도여주시|시장|원경희","505121","-306735","0","0","0","0","0","0","86442","0","0","0","0","0","0","0","0","5093","0","0","0","0","0","0","0","0",""
"경기도양평군|군수|김선교","263621","26914","37508","0","0","0","0","0","49913","0","2449","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도동두천시|시장|오세창","296200","22483","0","0","0","0","0","0","0","0","0","0","106207","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도과천시|시장|신계용","707470","0","53327","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도가평군|군수|김성기","171289","93818","0","0","0","0","0","0","0","0","110567","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"경기도연천군|군수|김규선","2147538","463561","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도|도지사|최문순","559702","352822","236398","0","0","0","0","0","0","135634","0","129788","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도|행정부지사|배진환","-198317","491687","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도|경제부지사|맹성규","109807","888388","13473","101251","0","0","0","0","2433","0","677","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도강원도립대학교|총장|송승철","851637","526106","0","0","0","0","0","0","294716","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의장|김동일","9128","49650","0","0","0","0","0","0","1","0","3475","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|강청룡","123483","56619","0","0","0","0","0","0","3242","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|곽영승","315248","77254","319","0","0","0","0","0","0","6816","0","1251","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|구자열","378228","273021","40503","0","0","0","0","0","2061","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|권석주","561503","87806","0","0","0","0","0","0","0","0","86405","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|권혁열","253352","107189","1344","0","0","0","0","0","1448","0","1248","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|김규태","178583","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|김금분","112091","76283","0","0","0","0","0","0","44275","0","165308","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|김기철","165338","194983","54010","0","0","0","0","0","-18406","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|김기홍","901345","8963","817690","2240177","0","0","0","0","5384","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|김성근","2447680","0","0","0","0","0","0","0","472960","577449","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|김시성","59789","207175","73496","190706","0","0","0","0","4626","4864","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|김연동","39000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|김용래","42593","78681","105116","0","0","0","0","0","598","0","0","-422","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|김용복","32337","71325","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|남경문","867506","225127","0","0","0","0","0","0","45836","3124","1849","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|남평우","1097942","521700","0","0","0","0","0","0","102356","32504","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|박길선","15610","341412","0","0","0","0","0","0","27999","4251","2649","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|박윤미","41804","74800","210081","3966","0","0","0","0","0","5575","0","-4070","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|박현창","599161","159251","0","0","0","0","0","0","13194","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|신도현","100647","317847","0","0","0","0","0","0","95023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|신영재","181476","35236","0","0","0","0","0","0","531","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|심영곤","328517","98514","0","0","0","0","0","0","3330","21172","4089","107230","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|심영섭","451342","-194332","0","0","0","0","0","0","159382","0","14494","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|안상훈","369176","41088","0","0","0","0","0","0","414801","0","81781","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|오세봉","-40328","484169","0","0","0","0","0","0","14842","5855","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|오원일","20818","63793","0","0","0","0","0","0","9532","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|원강수","290156","45554","0","0","0","0","0","0","50","1230","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|유정선","331542","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|이문희","467473","373037","12694","0","0","0","0","0","110051","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|이정동","2091591","1267175","0","0","0","0","0","0","0","344828","186214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|이종주","417560","136289","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|임남규","545860","307145","0","0","0","0","0","0","312","0","0","5081","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|장석삼","349517","814667","227809","8430","0","0","0","0","560","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|장세국","345658","163689","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|정재웅","36764","65566","0","0","0","0","0","0","-3533","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|조영기","139868","48699","32490","0","0","0","0","0","61","1671","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|진기엽","-10258","94480","199905","0","0","0","0","0","1085","887","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|최명서","387502","281051","45486","0","0","0","0","0","43667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|최성재","34876","-2791","92436","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|최성현","212844","43845","98737","190477","0","0","0","0","2755","2527","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|한금석","372100","139643","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|함종국","327198","0","5876","0","0","0","0","0","100278","0","53252","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도의회|의원|홍성욱","27","47594","2429","168","0","0","0","0","98545","78647","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도춘천시|시장|최동용","424040","659448","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도원주시|시장|원창묵","309560","135260","0","452852","0","0","0","0","210","286","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도강릉시|시장|최명희","763902","503332","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도동해시|시장|심규언","438026","327952","0","0","0","0","0","0","66","33545","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도태백시|시장|김연식","374651","530934","318809","0","0","0","0","0","697","9979","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도속초시|시장|이병선","9819","3567","0","0","0","0","0","0","3824","5169","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도삼척시|시장|김양호","-20611","30048","0","0","0","0","0","0","0","129736","0","4170","0","2054","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도홍천군|군수|노승락","-435","46676","0","0","0","0","0","0","7886","8890","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도횡성군|군수|한규호","448878","542392","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도영월군|군수|박선규","828808","182214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도평창군|군수|심재국","1377255","39384","0","0","0","0","0","0","97892","11170","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도정선군|군수|전정환","146611","58469","444","0","0","0","0","0","0","4782","0","208733","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도철원군|군수|이현종","154524","422710","0","0","0","0","0","0","0","0","18740","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도화천군|군수|최문순","227644","57527","0","0","0","0","0","0","-8707","0","8468","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도양구군|군수|전창범","614162","193708","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도인제군|군수|이순선","188130","341233","27376","0","0","0","0","0","18","0","226304","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도고성군|군수|윤승근","1359992","2502409","0","0","0","0","0","0","80379","136363","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"강원도양양군|군수|김진하","93698","39299","18418","0","0","0","0","0","0","0","7309","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도|도지사|이시종","911658","313292","0","0","0","0","0","0","0","85846","170709","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도|행정부지사|고규창","1051949","301660","0","0","0","0","0","0","0","22987","0","24930","0","9312","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도|정무부지사|설문식","1470542","703644","0","0","0","0","0","0","85046","59344","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도충북도립대학|총장|함승덕","33601","281957","0","0","0","0","0","0","98632","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도의회|의장|김양희","113032","1670500","0","38458","0","0","0","0","0","36303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도의회|의원|강현삼","195647","201824","71513","0","0","0","0","0","17787","13400","0","18000","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도의회|의원|김봉회","220445","-27659","0","0","0","0","0","0","98623","0","0","0","0","0","0","0","0","4079","2732","0","0","4161","0","0","0","0",""
"충청북도의회|의원|김영주","47774","10168","0","0","0","0","0","0","0","857","0","720","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도의회|의원|김인수","-137384","157335","0","0","0","0","0","0","0","0","92953","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도의회|의원|김학철","10930","0","167502","0","0","0","0","0","0","2798","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도의회|의원|박병진","76752","1557","0","0","0","0","0","0","11628","0","1545","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"충청북도의회|의원|박봉순","55311","367982","0","0","0","0","0","0","22477","0","0","55234","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
